"friends";"compliments";"fans";"review_count";"votes";"user_id";"elite";"confidence(false)";"confidence(true)";"prediction(elite)"
4.0;61.0;3.0;127.0;304.0;"gQKcDvbCUiSwXPb4lps40g";"false";0.17232711755421756;0.8276728824457824;"true"
88.0;28.0;5.0;170.0;548.0;"LIlJGXF0Hc6q0UKUwfGbMw";"false";0.47676419965576594;0.5232358003442341;"true"
679.0;4324.0;224.0;468.0;18447.0;"WsPgO3ycZjRp7wFh18JdMQ";"false";0.17232711755421756;0.8276728824457824;"true"
7.0;60.0;4.0;128.0;305.0;"4m0O3s0Js8S4UgpMwnZZOw";"false";0.17232711755421756;0.8276728824457824;"true"
7.0;32.0;3.0;53.0;274.0;"6obY_LpAE_L_Pm1HI-5QHQ";"false";0.47676419965576594;0.5232358003442341;"true"
38.0;174.0;31.0;147.0;764.0;"nqDqf9icSGoOrr0a8aP1Eg";"false";0.17232711755421756;0.8276728824457824;"true"
30.0;53.0;16.0;106.0;270.0;"5RrEzJ0f14yXWynVJQFnjg";"false";0.17232711755421756;0.8276728824457824;"true"
25.0;145.0;14.0;137.0;448.0;"Z6Bw3JL76-WEMEutOiqByA";"false";0.17232711755421756;0.8276728824457824;"true"
22.0;30.0;4.0;102.0;280.0;"47u89j4zF9BiaYom47MJbw";"false";0.47676419965576594;0.5232358003442341;"true"
25.0;153.0;7.0;150.0;1106.0;"kNmLc3_TqfwJQm0ixG7Cgw";"false";0.17232711755421756;0.8276728824457824;"true"
29.0;110.0;12.0;81.0;524.0;"f_cU2g8BS4JR440rMNqu9A";"false";0.17232711755421756;0.8276728824457824;"true"
98.0;82.0;23.0;341.0;621.0;"67vi4aJsSPoyyXYHyLkOgw";"false";0.17232711755421756;0.8276728824457824;"true"
18.0;45.0;6.0;329.0;1085.0;"An3Ywo5yuZblumrwOx3L3g";"false";0.17232711755421756;0.8276728824457824;"true"
13.0;134.0;4.0;341.0;867.0;"CILT7WZqmCjMH6ggBiACUw";"false";0.17232711755421756;0.8276728824457824;"true"
29.0;36.0;5.0;67.0;246.0;"tzPn9BDKbYICxqf9bz_70A";"false";0.47676419965576594;0.5232358003442341;"true"
8.0;27.0;1.0;126.0;177.0;"5Aqbyy0UPjBcWGLlf8_Z4Q";"false";0.47676419965576594;0.5232358003442341;"true"
12.0;64.0;3.0;96.0;488.0;"5FEUqVd-jk4R3dBuS-TOsw";"false";0.17232711755421756;0.8276728824457824;"true"
51.0;1447.0;10.0;121.0;698.0;"K_6cbLdIUrFqQXS78qbTeg";"false";0.17232711755421756;0.8276728824457824;"true"
55.0;236.0;13.0;189.0;878.0;"qPWnBf8hb3coMCqxVncIIQ";"false";0.17232711755421756;0.8276728824457824;"true"
6.0;28.0;3.0;535.0;925.0;"EVudLUv00caUxj41KMGnLg";"false";0.47676419965576594;0.5232358003442341;"true"
17.0;40.0;11.0;95.0;321.0;"g4Wt_h7EfwKVj4n8E3NNTg";"false";0.47676419965576594;0.5232358003442341;"true"
343.0;355.0;59.0;362.0;1392.0;"erzVZkeAaVu3DBJ5LPDMqw";"false";0.17232711755421756;0.8276728824457824;"true"
10.0;81.0;13.0;790.0;1097.0;"o9t7nO4hUiP88FQ_WEvdOw";"false";0.17232711755421756;0.8276728824457824;"true"
49.0;629.0;13.0;745.0;3875.0;"KsC9e-B-te0F9nf1A21Gmw";"false";0.17232711755421756;0.8276728824457824;"true"
27.0;33.0;4.0;386.0;317.0;"MayZpjenKOSfN6BM597OjQ";"false";0.47676419965576594;0.5232358003442341;"true"
22.0;59.0;9.0;252.0;603.0;"o9aGTvqAuKXdjSzGLCHBqw";"false";0.17232711755421756;0.8276728824457824;"true"
68.0;77.0;11.0;200.0;642.0;"7iS_qbI_Lbx18bcUsUa-Yw";"false";0.17232711755421756;0.8276728824457824;"true"
26.0;39.0;8.0;50.0;285.0;"88gp2O3y4a6YHEdXX4QDYg";"false";0.47676419965576594;0.5232358003442341;"true"
66.0;56.0;12.0;113.0;367.0;"gTxWPyOd1zDjt1u6HOyLlg";"false";0.17232711755421756;0.8276728824457824;"true"
34.0;730.0;136.0;2108.0;23108.0;"mA-JeZ5IaTQfKzNAeCYUoQ";"false";0.17232711755421756;0.8276728824457824;"true"
6.0;41.0;11.0;153.0;487.0;"6EggbZwsEdA-MNs2gwjekw";"false";0.47676419965576594;0.5232358003442341;"true"
10.0;54.0;5.0;78.0;350.0;"3_ff1Pev3rCzIRfIJ7BYaA";"false";0.17232711755421756;0.8276728824457824;"true"
4.0;28.0;6.0;319.0;421.0;"5ViE2SM9Km72i1OgC5vQHQ";"false";0.47676419965576594;0.5232358003442341;"true"
33.0;38.0;1.0;43.0;184.0;"MA2nas3E3wG6Im-Hlppx-A";"false";0.47676419965576594;0.5232358003442341;"true"
134.0;475.0;30.0;324.0;2418.0;"7_noC6C5AvElqBtxlJ5qdg";"false";0.17232711755421756;0.8276728824457824;"true"
37.0;32.0;2.0;48.0;107.0;"poTynJnN-WSndQXYDKO5TA";"false";0.47676419965576594;0.5232358003442341;"true"
17.0;53.0;13.0;227.0;524.0;"XRM8W6HUoXbrYKR3BCj9Rg";"false";0.17232711755421756;0.8276728824457824;"true"
21.0;85.0;4.0;93.0;229.0;"KfX0Lpo2e_m3Jm_bAWrN1w";"false";0.17232711755421756;0.8276728824457824;"true"
36.0;92.0;11.0;123.0;704.0;"XafVvZ5RUX9DRwJVoqQ97A";"false";0.17232711755421756;0.8276728824457824;"true"
41.0;134.0;15.0;162.0;574.0;"9dji98W2lh0Y67e34RTNIw";"false";0.17232711755421756;0.8276728824457824;"true"
0.0;86.0;5.0;253.0;476.0;"IyPFdnOIxDIZM44d3gUDGg";"false";0.17232711755421756;0.8276728824457824;"true"
11.0;27.0;6.0;136.0;267.0;"wa0e4z0YASSX_UYH_ElSgw";"false";0.47676419965576594;0.5232358003442341;"true"
15.0;49.0;3.0;65.0;274.0;"ecYz579PyUuTTAyIJDbC2w";"false";0.17232711755421756;0.8276728824457824;"true"
12.0;30.0;1.0;49.0;209.0;"xdCYe4Qx7jg2m6K9xkvo2w";"false";0.47676419965576594;0.5232358003442341;"true"
14.0;53.0;2.0;103.0;125.0;"h7HmsW2LpCVtFKBhcKkejw";"false";0.17232711755421756;0.8276728824457824;"true"
12.0;136.0;10.0;228.0;471.0;"jWB7QNoNQATzCIdfx_dZ8A";"false";0.17232711755421756;0.8276728824457824;"true"
180.0;57.0;2.0;98.0;384.0;"KEMGiOv70L8zmrKHsu3sXA";"false";0.17232711755421756;0.8276728824457824;"true"
3.0;38.0;4.0;38.0;219.0;"q4doIZ21VVG6FY7SzyeXJQ";"false";0.47676419965576594;0.5232358003442341;"true"
1.0;48.0;3.0;402.0;700.0;"MRXybF1_lOiqG-RrjzWf5Q";"false";0.17232711755421756;0.8276728824457824;"true"
162.0;242.0;28.0;123.0;866.0;"0XHdtG4dvL1A4rJi7TF77A";"false";0.17232711755421756;0.8276728824457824;"true"
36.0;27.0;10.0;61.0;246.0;"pZzrCHZgPUV1Pms9djbhhw";"false";0.47676419965576594;0.5232358003442341;"true"
19.0;237.0;16.0;314.0;1456.0;"6cEjxKwdxNeet2vt55XDfQ";"false";0.17232711755421756;0.8276728824457824;"true"
70.0;122.0;10.0;620.0;700.0;"YoVezApCq3ktB7y9rOE-8Q";"false";0.17232711755421756;0.8276728824457824;"true"
41.0;49.0;3.0;65.0;249.0;"LQ7mat58GGb_9wyPHinrsA";"false";0.17232711755421756;0.8276728824457824;"true"
28.0;76.0;6.0;83.0;358.0;"LgDxsdXPlEvIZ-zBWMrzdQ";"false";0.17232711755421756;0.8276728824457824;"true"
31.0;48.0;17.0;199.0;701.0;"c8D1QdEsFTrL96yb7OyGww";"false";0.17232711755421756;0.8276728824457824;"true"
18.0;77.0;11.0;87.0;326.0;"TNQ0dP_7JVDK8Uf6bT0SmQ";"false";0.17232711755421756;0.8276728824457824;"true"
10.0;114.0;15.0;453.0;1338.0;"lzze-TPuJaKnmXBcgTumpA";"false";0.17232711755421756;0.8276728824457824;"true"
101.0;754.0;14.0;396.0;1940.0;"0ucrTTwY6hkK-G-VLA0BeQ";"false";0.17232711755421756;0.8276728824457824;"true"
180.0;29.0;6.0;167.0;163.0;"xXYJW9gs-1LZ90HL0Qvc5A";"false";0.47676419965576594;0.5232358003442341;"true"
14.0;28.0;4.0;76.0;176.0;"hyL3qBiI7-4q2qEhqZGSSA";"false";0.47676419965576594;0.5232358003442341;"true"
24.0;64.0;5.0;179.0;682.0;"xnj_w_rEVrG0LfhC28RJlw";"false";0.17232711755421756;0.8276728824457824;"true"
24.0;124.0;10.0;164.0;961.0;"tVAKdax3Jbf24R7OJB99JQ";"false";0.17232711755421756;0.8276728824457824;"true"
250.0;42.0;5.0;85.0;625.0;"zZxr7X10CDThXZbnkLmNVA";"false";0.47676419965576594;0.5232358003442341;"true"
9.0;94.0;1.0;69.0;544.0;"57ghQ4PJbGy-3LP7zSVnEg";"false";0.17232711755421756;0.8276728824457824;"true"
10.0;27.0;5.0;68.0;301.0;"6EklbSmJ7Kfy0e3L6y-tFg";"false";0.47676419965576594;0.5232358003442341;"true"
6.0;57.0;10.0;144.0;741.0;"GNxACy2hcMNaWLp5EX3GPA";"false";0.17232711755421756;0.8276728824457824;"true"
3.0;53.0;13.0;213.0;806.0;"EESSFb-RU4HX8S82K9JHIw";"false";0.17232711755421756;0.8276728824457824;"true"
48.0;146.0;25.0;74.0;574.0;"njx5bySIa9WlDMxxJnVCZQ";"false";0.17232711755421756;0.8276728824457824;"true"
14.0;42.0;8.0;98.0;316.0;"IpxYEL21PYYhiwSUzCiHpQ";"false";0.47676419965576594;0.5232358003442341;"true"
5.0;37.0;7.0;47.0;407.0;"VrkCU_shiE1KIXpjllGp2w";"false";0.47676419965576594;0.5232358003442341;"true"
7.0;53.0;5.0;151.0;246.0;"mkE6sxtQNpKF-19Qa1sxfw";"false";0.17232711755421756;0.8276728824457824;"true"
42.0;267.0;46.0;1500.0;3633.0;"XPyJ4v4AL5JGuRpXycwDDQ";"false";0.17232711755421756;0.8276728824457824;"true"
18.0;103.0;8.0;106.0;354.0;"AEZx2FP8awoW1qdwvWvJlg";"false";0.17232711755421756;0.8276728824457824;"true"
93.0;2128.0;62.0;587.0;7091.0;"7rffDjNG1_1m6Ht0VJ5NmA";"false";0.17232711755421756;0.8276728824457824;"true"
37.0;321.0;6.0;102.0;471.0;"Jg-PXIyBit5Q7QnbEK0vVA";"false";0.17232711755421756;0.8276728824457824;"true"
2.0;27.0;4.0;42.0;82.0;"YTfCSDFmpp0t0rCMpFj4MA";"false";0.47676419965576594;0.5232358003442341;"true"
11.0;44.0;13.0;228.0;769.0;"oK-TKQ5l3xNJRDvhBcqjTA";"false";0.17232711755421756;0.8276728824457824;"true"
8.0;42.0;9.0;49.0;332.0;"ZM2UU_WbQy-BoL8gEMj1QA";"false";0.47676419965576594;0.5232358003442341;"true"
34.0;32.0;2.0;124.0;149.0;"1--cOFkdo345uvepQwfGEA";"false";0.47676419965576594;0.5232358003442341;"true"
47.0;30.0;1.0;84.0;215.0;"QLPRpBg148jdniSzAbfnjQ";"false";0.47676419965576594;0.5232358003442341;"true"
14.0;59.0;7.0;118.0;371.0;"EiznqH01ZR0sxLLAKxRi6Q";"false";0.17232711755421756;0.8276728824457824;"true"
33.0;33.0;8.0;69.0;158.0;"_Pum8lV-DU3VASYyNmfyAQ";"false";0.47676419965576594;0.5232358003442341;"true"
5.0;33.0;5.0;59.0;240.0;"KaalqXIOJh9HdLMXzEw8Ww";"false";0.47676419965576594;0.5232358003442341;"true"
11.0;28.0;8.0;110.0;252.0;"ms9P6qj-mKUGkBJRY0yAHA";"false";0.47676419965576594;0.5232358003442341;"true"
4.0;33.0;7.0;221.0;541.0;"nkTD_4n6aFJG7rmHWgptVw";"false";0.47676419965576594;0.5232358003442341;"true"
4.0;28.0;4.0;98.0;161.0;"1gloEL5tdQoXHIfzEUQFow";"false";0.47676419965576594;0.5232358003442341;"true"
52.0;733.0;18.0;637.0;2776.0;"onTZwMr4AjlorBmh2N_nYw";"false";0.17232711755421756;0.8276728824457824;"true"
28.0;29.0;1.0;65.0;106.0;"b7uCgjr8tLx9O3rx46YpJw";"false";0.47676419965576594;0.5232358003442341;"true"
92.0;306.0;35.0;158.0;998.0;"aZMoXybovfI1mZtM2rwBow";"false";0.17232711755421756;0.8276728824457824;"true"
41.0;146.0;1.0;62.0;270.0;"nkQkzHMI852r4LhpyzOwAQ";"false";0.17232711755421756;0.8276728824457824;"true"
9.0;33.0;5.0;155.0;770.0;"gcnyFSgta64XuEY-LRGm6g";"false";0.47676419965576594;0.5232358003442341;"true"
3.0;28.0;6.0;177.0;435.0;"Rbn8U4ZlX6V2mQ-OUSGoFQ";"false";0.47676419965576594;0.5232358003442341;"true"
11.0;38.0;7.0;183.0;407.0;"xAFpj-bdYT_nB-nkyT6dxg";"false";0.47676419965576594;0.5232358003442341;"true"
51.0;107.0;13.0;85.0;365.0;"2Zk4WRajwhmzAG8M9oWjpg";"false";0.17232711755421756;0.8276728824457824;"true"
0.0;37.0;1.0;86.0;200.0;"I2UEyxNL6etfcaKhRnOkWA";"false";0.47676419965576594;0.5232358003442341;"true"
25.0;65.0;7.0;133.0;409.0;"dwG0Sk3rQMjCuzOjiMktFw";"false";0.17232711755421756;0.8276728824457824;"true"
5.0;29.0;7.0;89.0;263.0;"orulkrik2rBHveZp2tFstA";"false";0.47676419965576594;0.5232358003442341;"true"
97.0;448.0;18.0;664.0;2763.0;"V4VW69mBsRzfa3mLmyBqLQ";"false";0.17232711755421756;0.8276728824457824;"true"
11.0;26.0;7.0;218.0;356.0;"x2thDeAf3O6Q9HLpUuSklg";"false";0.47676419965576594;0.5232358003442341;"true"
31.0;109.0;34.0;72.0;866.0;"Qcn-UlswGM8JmrYbf4WMLA";"false";0.17232711755421756;0.8276728824457824;"true"
18.0;40.0;6.0;501.0;628.0;"7q_R5b3Mpkb7xv0_Woiufw";"false";0.47676419965576594;0.5232358003442341;"true"
10.0;29.0;15.0;302.0;704.0;"89n7jU-JgP8ZfEmBHU9H4A";"false";0.47676419965576594;0.5232358003442341;"true"
10.0;31.0;11.0;140.0;677.0;"ZFYKTATKX7J0US5NnU7xvA";"false";0.47676419965576594;0.5232358003442341;"true"
21.0;72.0;5.0;71.0;734.0;"LG1_EK_bFlRsASGVeG9jLA";"false";0.17232711755421756;0.8276728824457824;"true"
5.0;35.0;3.0;124.0;370.0;"htbISXK-hMeI3Gt6hDRXHw";"false";0.47676419965576594;0.5232358003442341;"true"
5.0;37.0;8.0;58.0;191.0;"FMgyiNvypaCRW69x6bM5Ig";"false";0.47676419965576594;0.5232358003442341;"true"
22.0;45.0;9.0;144.0;456.0;"yV2cI0fPVvwGMjrYyCQQ6w";"false";0.17232711755421756;0.8276728824457824;"true"
18.0;53.0;4.0;64.0;289.0;"l6cWjgrMUg2gGiRSHBCfuQ";"false";0.17232711755421756;0.8276728824457824;"true"
16.0;54.0;9.0;153.0;773.0;"srXwIWsI_enCoUOyR4FsYg";"false";0.17232711755421756;0.8276728824457824;"true"
13.0;36.0;3.0;59.0;135.0;"yO7AIum3e6Nmk0iYF7E3kw";"false";0.47676419965576594;0.5232358003442341;"true"
27.0;75.0;1.0;61.0;186.0;"1Ka9lfgipGN0n-zEX3IlpQ";"false";0.17232711755421756;0.8276728824457824;"true"
6.0;49.0;14.0;245.0;709.0;"tNTIxbMbdLLnWC7bdwSshA";"false";0.17232711755421756;0.8276728824457824;"true"
249.0;2498.0;75.0;305.0;2956.0;"bmbJdUhuu2UFbM70u37njg";"false";0.17232711755421756;0.8276728824457824;"true"
315.0;801.0;59.0;317.0;3846.0;"wTCrPskTQ1CBU-4igIEvzg";"false";0.17232711755421756;0.8276728824457824;"true"
28.0;45.0;6.0;183.0;343.0;"NWS6zSSGpn6nF_VZQtZm1A";"false";0.17232711755421756;0.8276728824457824;"true"
6.0;42.0;11.0;208.0;546.0;"JjvDQ8LKV5mjrhgBF0KAAA";"false";0.47676419965576594;0.5232358003442341;"true"
9.0;32.0;9.0;246.0;624.0;"dE7R_AXGK5GX1W_8LlbEpw";"false";0.47676419965576594;0.5232358003442341;"true"
14.0;33.0;7.0;145.0;347.0;"hlyE3S6w-949MA-u8TXsjA";"false";0.47676419965576594;0.5232358003442341;"true"
13.0;34.0;1.0;57.0;124.0;"X0AqSAXMZ62mu7hV0tVa0A";"false";0.47676419965576594;0.5232358003442341;"true"
25.0;71.0;12.0;185.0;38471.0;"djnDL-Z4H6ccWuvc6g_08A";"false";0.17232711755421756;0.8276728824457824;"true"
3.0;28.0;5.0;65.0;127.0;"jDIh9jRcB9dIszjDcOzUJA";"false";0.47676419965576594;0.5232358003442341;"true"
9.0;38.0;4.0;169.0;241.0;"nvQ-T6wgd0T20XTSlntGhQ";"false";0.47676419965576594;0.5232358003442341;"true"
17.0;69.0;2.0;78.0;246.0;"ZJiDbU8gSXUoFW1sOCu4GQ";"false";0.17232711755421756;0.8276728824457824;"true"
213.0;255.0;21.0;463.0;1696.0;"I9mIKgo8cvSwLC4kIe5MMQ";"false";0.17232711755421756;0.8276728824457824;"true"
54.0;97.0;26.0;561.0;914.0;"ZvBA5dEJYObIiFB7GPzKFQ";"false";0.17232711755421756;0.8276728824457824;"true"
38.0;26.0;1.0;74.0;200.0;"9LVYioS3Om_cCWcr03mbdA";"false";0.47676419965576594;0.5232358003442341;"true"
27.0;42.0;10.0;107.0;201.0;"cdjUXLHUUlUG3ipWuk1rGg";"false";0.47676419965576594;0.5232358003442341;"true"
39.0;914.0;23.0;133.0;4347.0;"ocNFJ9LKbGDaQV9zAfQ8nw";"false";0.17232711755421756;0.8276728824457824;"true"
16.0;49.0;30.0;245.0;815.0;"4nE9xzI9eAw909TGA4TEjQ";"false";0.17232711755421756;0.8276728824457824;"true"
13.0;35.0;1.0;39.0;99.0;"AUWuplVyImVcw_707Io2mw";"false";0.47676419965576594;0.5232358003442341;"true"
16.0;45.0;5.0;232.0;499.0;"omhFyfImw3HwUK-e_tYMQA";"false";0.17232711755421756;0.8276728824457824;"true"
21.0;36.0;7.0;95.0;375.0;"mUuNvdQXIYe_pIaXYWUZhw";"false";0.47676419965576594;0.5232358003442341;"true"
3.0;33.0;10.0;125.0;247.0;"3ymHWaMe40Jzkvlo4L_Ogg";"false";0.47676419965576594;0.5232358003442341;"true"
45.0;205.0;50.0;551.0;1549.0;"HvfgiWOSk7p3BaEsjkOMQw";"false";0.17232711755421756;0.8276728824457824;"true"
221.0;85.0;12.0;109.0;863.0;"Mmew2rqnwj8FW3qD9wsaQQ";"false";0.17232711755421756;0.8276728824457824;"true"
33.0;42.0;2.0;94.0;255.0;"Fd_CM6KH-RZfB1z9RP2Z2g";"false";0.47676419965576594;0.5232358003442341;"true"
24.0;26.0;7.0;182.0;303.0;"qJepRDQ4Giedn52XVwRcEA";"false";0.47676419965576594;0.5232358003442341;"true"
10.0;38.0;4.0;106.0;206.0;"E0pX1m97QSVgxLWTbUTnBA";"false";0.47676419965576594;0.5232358003442341;"true"
16.0;41.0;5.0;129.0;351.0;"HZoCpxenJ8Se7bJC61sIWw";"false";0.47676419965576594;0.5232358003442341;"true"
132.0;529.0;35.0;288.0;2848.0;"-ETxy7f37BBQXhw5zJfkrQ";"false";0.17232711755421756;0.8276728824457824;"true"
24.0;117.0;7.0;196.0;374.0;"oUa5MYdA6FdEJO-HBB0DaA";"false";0.17232711755421756;0.8276728824457824;"true"
13.0;85.0;7.0;163.0;388.0;"SHIvH6TU3fraDg3rtNaEqg";"false";0.17232711755421756;0.8276728824457824;"true"
22.0;172.0;5.0;289.0;426.0;"-RIDlCb8M9-B5tA83uWe9w";"false";0.17232711755421756;0.8276728824457824;"true"
41.0;171.0;52.0;1380.0;2616.0;"2Z653F4UvqDIFrY52skFwA";"false";0.17232711755421756;0.8276728824457824;"true"
26.0;47.0;3.0;113.0;467.0;"wn-qQy6-7__KCnuCzG7XFA";"false";0.17232711755421756;0.8276728824457824;"true"
9.0;37.0;7.0;100.0;320.0;"JR-LjztbRBOvWAYvZVAe0Q";"false";0.47676419965576594;0.5232358003442341;"true"
36.0;27.0;1.0;66.0;146.0;"jk1lR0JnE5uf5ZM1Hk0y_g";"false";0.47676419965576594;0.5232358003442341;"true"
44.0;42.0;5.0;87.0;221.0;"8Xg87Ev8mdoABB_7qW7xbw";"false";0.47676419965576594;0.5232358003442341;"true"
9.0;28.0;9.0;205.0;805.0;"FPELBkrSKgXtsxPhcCzixg";"false";0.47676419965576594;0.5232358003442341;"true"
18.0;66.0;4.0;82.0;803.0;"E3qXj-gSwtFdWjd-95b9IQ";"false";0.17232711755421756;0.8276728824457824;"true"
25.0;27.0;8.0;82.0;300.0;"0UHdCOUvzYMxF4HH7gqMig";"false";0.47676419965576594;0.5232358003442341;"true"
12.0;33.0;19.0;125.0;353.0;"-AWOPGwfLbC3x5Zap3IQVg";"false";0.47676419965576594;0.5232358003442341;"true"
7.0;31.0;6.0;115.0;212.0;"qB_WxOFVPKlK8DmbhPXGhw";"false";0.47676419965576594;0.5232358003442341;"true"
0.0;26.0;2.0;196.0;187.0;"J6G6JGBxV449xHwSaunahA";"false";0.47676419965576594;0.5232358003442341;"true"
92.0;29.0;6.0;56.0;185.0;"2xZapd4o31tuEqXjNhM6Gw";"false";0.47676419965576594;0.5232358003442341;"true"
6.0;28.0;8.0;103.0;233.0;"H916JFCAUh_U5DlL3s2VMQ";"false";0.47676419965576594;0.5232358003442341;"true"
23.0;28.0;3.0;258.0;281.0;"xwxNA2yIW9GpDAXwRPoU7g";"false";0.47676419965576594;0.5232358003442341;"true"
54.0;78.0;7.0;77.0;366.0;"LkGiHJnLr7AGAGil-k3rLw";"false";0.17232711755421756;0.8276728824457824;"true"
38.0;122.0;7.0;176.0;877.0;"noL3FJBUC9KabY9BD4OwNg";"false";0.17232711755421756;0.8276728824457824;"true"
111.0;58.0;5.0;61.0;215.0;"NThdmufvoNodW7G-8-z-lA";"false";0.17232711755421756;0.8276728824457824;"true"
22.0;56.0;2.0;276.0;667.0;"JFM0o9QJSvdAmXohjYqRuw";"false";0.17232711755421756;0.8276728824457824;"true"
34.0;93.0;9.0;79.0;247.0;"k-puvswHSC663AFAn-MlzQ";"false";0.17232711755421756;0.8276728824457824;"true"
62.0;117.0;7.0;79.0;337.0;"ea4mgZymxdXtDaPhb0eBmQ";"false";0.17232711755421756;0.8276728824457824;"true"
7.0;26.0;12.0;259.0;567.0;"ZW-issM3V7ANzBnnP4kNGQ";"false";0.47676419965576594;0.5232358003442341;"true"
15.0;91.0;1.0;149.0;616.0;"5a3LRGeHubasjg6E18TavA";"false";0.17232711755421756;0.8276728824457824;"true"
8.0;46.0;7.0;204.0;695.0;"Qa2arVXyiHhxRM6HqUfEVw";"false";0.17232711755421756;0.8276728824457824;"true"
8.0;26.0;2.0;57.0;191.0;"J-BK2XBTPaq6PVoT_wOFpA";"false";0.47676419965576594;0.5232358003442341;"true"
